symbol,session_name,session_start,session_end,opening_end,opening_return,opening_abs_return,opening_range,opening_quote_volume,direction_value,confirmation_end,confirmation_return,confirmation_body_fraction,confirmation_taker_pressure,confirmation_high,confirmation_low,entry_price,prior_atr_1h,remaining_count,prior_abs_return_threshold,prior_volume_threshold,prior_range_threshold,directional_breadth,route,route_priority,entry_ts,initial_stop,rank_score,exit_ts,exit_price,exit_reason,gross_return,net_return,holding_minutes
BTCUSDT,ASIA,2024-05-01 00:00:00+00:00,2024-05-01 08:00:00+00:00,2024-05-01 00:30:00+00:00,-0.004293402273986224,0.004293402273986224,0.0076948188988840635,298830996.0741,-1.0,2024-05-01 07:35:00+00:00,-0.007351596755776013,0.6775834658187668,-0.03080559307306241,58129.0,57500.0,57547.6,396.524999999999,5,0.0021334213832463478,356576816.4841499,0.006247708246736924,1.0,SESSION_BREADTH_TSMOM,2,2024-05-01 07:35:00+00:00,58168.6525,4.957156112700128,2024-05-01 08:00:00+00:00,57482.0,SESSION_END,0.0011399259048161525,-0.0008600740951838475,25.0
SOLUSDT,AMERICA,2024-05-01 16:00:00+00:00,2024-05-02 00:00:00+00:00,2024-05-01 16:30:00+00:00,0.0148389607862216,0.0148389607862216,0.023053095909960783,81427373.552,1.0,2024-05-01 23:35:00+00:00,0.005694402873391402,0.7482792527040582,0.20989937242747803,134.45,133.433,134.401,0.5715833333333364,5,0.005614449082616824,132243625.39929998,0.017690741698098464,1.0,SESSION_BREADTH_TSMOM,2,2024-05-01 23:35:00+00:00,133.37584166666664,6.888260310357328,2024-05-02 00:00:00+00:00,134.541,SESSION_END,0.0010416589162280943,-0.0009583410837719058,25.0
XRPUSDT,EUROPE,2024-05-03 08:00:00+00:00,2024-05-03 16:00:00+00:00,2024-05-03 08:30:00+00:00,0.009264620729589002,0.009264620729589002,0.01621308627678047,14194384.51804,1.0,2024-05-03 15:35:00+00:00,0.0038233607340851794,0.7692307692307561,0.10885336344403074,0.5252,0.5226,0.5251,0.0009999999999999825,5,0.0024587841870071236,18784877.761151,0.01087885036358409,1.0,SESSION_BREADTH_TSMOM,2,2024-05-03 15:35:00+00:00,0.5225,11.231038601966599,2024-05-03 16:00:00+00:00,0.5265,SESSION_END,0.0026661588268901415,0.0006661588268901415,25.0
SOLUSDT,ASIA,2024-05-16 00:00:00+00:00,2024-05-16 08:00:00+00:00,2024-05-16 00:30:00+00:00,0.01226455587537223,0.01226455587537223,0.025071958794122155,183502898.649,1.0,2024-05-16 07:35:00+00:00,0.0026471149525058024,0.6323529411764742,0.005519946942406095,163.011,162.331,162.871,0.3858333333333353,5,0.005327552208858388,63031232.3666,0.013055106209012205,0.25,HIGH_ACTIVITY_SESSION_TSMOM,1,2024-05-16 07:35:00+00:00,162.29241666666667,8.37763153289072,2024-05-16 08:00:00+00:00,162.683,SESSION_END,-0.0011542877492003445,-0.0031542877492003445,25.0
ETHUSDT,ASIA,2024-05-24 00:00:00+00:00,2024-05-24 08:00:00+00:00,2024-05-24 00:30:00+00:00,-0.003162658958621112,0.003162658958621112,0.011485445691834897,269556577.15615,-1.0,2024-05-24 07:35:00+00:00,-0.0031501783835952146,0.8329749103942683,-0.03878226410852137,3689.99,3676.04,3677.06,14.728333333333353,5,0.0023996937977401878,142968579.105838,0.006933211230043516,1.0,SESSION_BREADTH_TSMOM,2,2024-05-24 07:35:00+00:00,3691.462833333333,4.969765095615249,2024-05-24 08:00:00+00:00,3681.26,SESSION_END,-0.0011422168797898813,-0.0031422168797898813,25.0
ETHUSDT,AMERICA,2024-05-24 16:00:00+00:00,2024-05-25 00:00:00+00:00,2024-05-24 16:30:00+00:00,-0.0044321779365207314,0.0044321779365207314,0.011091268230646368,422225793.10121,-1.0,2024-05-24 23:35:00+00:00,-0.0008124304540763072,0.5838150289018177,-0.1586438355461982,3729.97,3724.78,3726.52,5.01666666666669,5,0.0026022163704949586,294317981.137794,0.009739980607927436,1.0,SESSION_BREADTH_TSMOM,2,2024-05-24 23:35:00+00:00,3730.4716666666664,4.886880764915497,2024-05-24 23:50:00+00:00,3730.4716666666664,CONFIRMATION_LEG_INVALIDATED,-0.001060417404620484,-0.003060417404620484,15.0
ETHUSDT,EUROPE,2024-05-27 08:00:00+00:00,2024-05-27 16:00:00+00:00,2024-05-27 08:30:00+00:00,0.00890068268363886,0.00890068268363886,0.011288670720712622,395194713.39531,1.0,2024-05-27 15:35:00+00:00,0.001832241866091433,0.9703903095558809,0.17415553678019502,3942.5,3935.07,3942.28,13.343333333333325,5,0.002526258390520786,176754786.981065,0.008631501727957848,1.0,SESSION_BREADTH_TSMOM,2,2024-05-27 15:35:00+00:00,3933.735666666667,15.754894049611465,2024-05-27 16:00:00+00:00,3966.13,SESSION_END,0.006049798593707134,0.004049798593707134,25.0
BTCUSDT,EUROPE,2024-05-28 08:00:00+00:00,2024-05-28 16:00:00+00:00,2024-05-28 08:30:00+00:00,0.004621035235947479,0.004621035235947479,0.00630611072467107,329308316.93369997,1.0,2024-05-28 15:35:00+00:00,0.0013536179854634067,0.5778894472361915,0.24028220978964088,68100.0,67940.8,68058.0,220.86666666666497,5,0.0015990681086228697,323716363.34905994,0.005809860711590412,1.0,SESSION_BREADTH_TSMOM,2,2024-05-28 15:35:00+00:00,67918.71333333333,6.273330746056928,2024-05-28 16:00:00+00:00,68399.7,SESSION_END,0.005020717623203774,0.003020717623203774,25.0
ETHUSDT,EUROPE,2024-05-29 08:00:00+00:00,2024-05-29 16:00:00+00:00,2024-05-29 08:30:00+00:00,-0.004609499805213968,0.004609499805213968,0.012416627665888455,563057842.70866,-1.0,2024-05-29 15:35:00+00:00,-0.002739893324696041,0.6315789473684255,-0.0018175741754676844,3770.31,3753.97,3756.25,13.149166666666625,5,0.0026177652804503238,196031835.478256,0.00868000917271569,1.0,SESSION_BREADTH_TSMOM,2,2024-05-29 15:35:00+00:00,3771.6249166666666,10.115317035310829,2024-05-29 15:40:00+00:00,3771.6249166666666,CONFIRMATION_LEG_INVALIDATED,-0.004093155851358832,-0.006093155851358832,5.0
ETHUSDT,AMERICA,2024-05-29 16:00:00+00:00,2024-05-30 00:00:00+00:00,2024-05-29 16:30:00+00:00,-0.0029284911361323607,0.0029284911361323607,0.006547914845217903,322471647.35666,-1.0,2024-05-29 23:35:00+00:00,-0.0008877240446398815,0.6829268292683085,-0.21746016955636926,3784.96,3780.04,3781.6,6.039166666666612,5,0.0025865812330044813,299646335.656999,0.009636718203482471,1.0,SESSION_BREADTH_TSMOM,2,2024-05-29 23:35:00+00:00,3785.5639166666665,2.436858727081,2024-05-30 00:00:00+00:00,3770.0,SESSION_END,0.0030674846625766694,0.0010674846625766694,25.0
ETHUSDT,ASIA,2024-06-04 00:00:00+00:00,2024-06-04 08:00:00+00:00,2024-06-04 00:30:00+00:00,-0.004401534567567089,0.004401534567567089,0.013796250603585964,422723276.69061,-1.0,2024-06-04 07:35:00+00:00,-0.00086405453615368,1.0,-0.547503758964804,3772.91,3769.65,3769.65,4.494166666666577,5,0.002350052048109008,133870200.12976596,0.006380526394709869,1.0,SESSION_BREADTH_TSMOM,2,2024-06-04 07:35:00+00:00,3773.3594166666667,11.828478404950348,2024-06-04 07:40:00+00:00,3773.3594166666667,CONFIRMATION_LEG_INVALIDATED,-0.0009840215050911372,-0.002984021505091137,5.0
BTCUSDT,AMERICA,2024-06-04 16:00:00+00:00,2024-06-05 00:00:00+00:00,2024-06-04 16:30:00+00:00,0.00608153254052568,0.00608153254052568,0.007521410200575626,1157075846.6234,1.0,2024-06-04 23:35:00+00:00,0.0016451710892764204,0.9991379310344326,0.26212250987828045,70564.5,70448.5,70564.5,70.4333333333331,5,0.0029398132709262947,653467014.6106229,0.008861614562591573,0.75,SESSION_BREADTH_TSMOM,2,2024-06-04 23:35:00+00:00,70441.45666666667,6.410169229688348,2024-06-05 00:00:00+00:00,70580.0,SESSION_END,0.00021965719306460407,-0.001780342806935396,25.0
SOLUSDT,EUROPE,2024-06-10 08:00:00+00:00,2024-06-10 16:00:00+00:00,2024-06-10 08:30:00+00:00,0.011526116136562736,0.011526116136562736,0.013968358686136932,64613958.12900001,1.0,2024-06-10 15:35:00+00:00,0.003880589601261697,0.8234519104084164,0.07915363362664118,161.716,160.957,161.683,0.4998333333333349,5,0.0027715980711495725,60795183.73149999,0.011076714458385041,1.0,SESSION_BREADTH_TSMOM,2,2024-06-10 15:35:00+00:00,160.90701666666666,10.48859109787308,2024-06-10 16:00:00+00:00,162.36,SESSION_END,0.004187205828689589,0.0021872058286895885,25.0
SOLUSDT,AMERICA,2024-06-11 16:00:00+00:00,2024-06-12 00:00:00+00:00,2024-06-11 16:30:00+00:00,0.008598026993332786,0.008598026993332786,0.01543444089110515,81703466.653,1.0,2024-06-11 23:35:00+00:00,0.00131666453940249,0.5185185185184935,0.03244578085801564,149.179,148.801,149.057,0.34158333333333246,5,0.003975868208612066,99796793.42899999,0.014957575117773745,1.0,SESSION_BREADTH_TSMOM,2,2024-06-11 23:35:00+00:00,148.76684166666666,4.462996324522443,2024-06-12 00:00:00+00:00,149.245,SESSION_END,0.0012612624700618635,-0.0007387375299381365,25.0
XRPUSDT,EUROPE,2024-06-17 08:00:00+00:00,2024-06-17 16:00:00+00:00,2024-06-17 08:30:00+00:00,-0.006611901422560518,0.006611901422560518,0.011821278300941727,30438072.154740002,-1.0,2024-06-17 15:35:00+00:00,-0.0063583815028901425,0.8249999999999916,-0.24236357725637325,0.5191,0.5151,0.5157,0.0035083333333333355,5,0.002091612633340345,13317016.927277999,0.00844495134224005,1.0,SESSION_BREADTH_TSMOM,2,2024-06-17 15:35:00+00:00,0.5194508333333333,14.450580704657497,2024-06-17 16:00:00+00:00,0.5094,SESSION_END,0.01221640488656206,0.01021640488656206,25.0
ETHUSDT,AMERICA,2024-06-17 16:00:00+00:00,2024-06-18 00:00:00+00:00,2024-06-17 16:30:00+00:00,0.0029263604143245914,0.0029263604143245914,0.01320723952388719,655757797.96829,1.0,2024-06-17 23:35:00+00:00,0.0009703196347032872,0.7589285714286657,0.11249685261588005,3507.99,3503.51,3507.4,6.109166666666624,5,0.002563488738603903,302936799.78259,0.009562538869720121,0.75,SESSION_BREADTH_TSMOM,2,2024-06-17 23:35:00+00:00,3502.8990833333337,4.3244001984657086,2024-06-17 23:50:00+00:00,3502.8990833333337,CONFIRMATION_LEG_INVALIDATED,-0.0012832630058352557,-0.0032832630058352557,15.0
XRPUSDT,ASIA,2024-06-18 00:00:00+00:00,2024-06-18 08:00:00+00:00,2024-06-18 00:30:00+00:00,-0.0019825535289452745,0.0019825535289452745,0.010111022997620924,14674008.00336,-1.0,2024-06-18 07:35:00+00:00,-0.002201761409127312,0.5789473684210603,-0.06981913990111976,0.5003,0.4984,0.4985,0.0025583333333333382,5,0.0016279399037016917,10412554.742077999,0.006647626911169637,1.0,SESSION_BREADTH_TSMOM,2,2024-06-18 07:35:00+00:00,0.5005558333333333,3.7046314564076073,2024-06-18 07:40:00+00:00,0.5005558333333333,CONFIRMATION_LEG_INVALIDATED,-0.004124038783015704,-0.006124038783015704,5.0
XRPUSDT,AMERICA,2024-06-18 16:00:00+00:00,2024-06-19 00:00:00+00:00,2024-06-18 16:30:00+00:00,-0.007011755001031128,0.007011755001031128,0.013611053825531027,19141762.04943,-1.0,2024-06-18 23:35:00+00:00,-0.0010183299389001643,0.8333333333333488,-0.4081152193536298,0.491,0.4904,0.4905,0.0007833333333333257,5,0.0024809139825671678,16916138.043036003,0.009051447927344154,1.0,SESSION_BREADTH_TSMOM,2,2024-06-18 23:35:00+00:00,0.49107833333333334,8.499995893937275,2024-06-19 00:00:00+00:00,0.49107833333333334,CONFIRMATION_LEG_INVALIDATED,-0.0011790689772341878,-0.003179068977234188,25.0
BTCUSDT,EUROPE,2024-07-04 08:00:00+00:00,2024-07-04 16:00:00+00:00,2024-07-04 08:30:00+00:00,-0.0026540007558318868,0.0026540007558318868,0.0073693613220187585,527989447.1739,-1.0,2024-07-04 15:35:00+00:00,-0.0015829307876559229,0.512965050732803,-0.3229667386641649,57546.6,57369.2,57397.3,181.30833333333248,5,0.0014715432151485297,316170556.15455,0.005368835509619276,1.0,SESSION_BREADTH_TSMOM,2,2024-07-04 15:35:00+00:00,57564.730833333335,6.023679223635714,2024-07-04 15:45:00+00:00,57564.730833333335,CONFIRMATION_LEG_INVALIDATED,-0.0029170506858917644,-0.0049170506858917645,10.0
XRPUSDT,ASIA,2024-07-05 00:00:00+00:00,2024-07-05 08:00:00+00:00,2024-07-05 00:30:00+00:00,-0.00993760110931352,0.00993760110931352,0.02380402126184418,42982387.15745,-1.0,2024-07-05 07:35:00+00:00,-0.005722816621049898,0.9583333333333371,-0.18949171505243023,0.4019,0.3995,0.3996,0.0018750000000000062,5,0.00159904057565452,9692274.356864,0.006073967571397841,0.75,SESSION_BREADTH_TSMOM,2,2024-07-05 07:35:00+00:00,0.4020875,48.23085463417276,2024-07-05 07:55:00+00:00,0.4020875,CONFIRMATION_LEG_INVALIDATED,-0.006224974974974984,-0.008224974974974984,20.0
XRPUSDT,AMERICA,2024-07-05 16:00:00+00:00,2024-07-06 00:00:00+00:00,2024-07-05 16:30:00+00:00,0.005185010605703422,0.005185010605703422,0.010370021211407059,9831867.49112,1.0,2024-07-05 23:35:00+00:00,0.001174260216063816,0.5,0.050405880394907454,0.4263,0.4253,0.4263,0.0008666666666666591,5,0.002453293074165086,16780093.003468,0.008195770439859083,0.5,HIGH_ACTIVITY_SESSION_TSMOM,1,2024-07-05 23:35:00+00:00,0.42521333333333333,4.011264819065091,2024-07-05 23:50:00+00:00,0.42521333333333333,CONFIRMATION_LEG_INVALIDATED,-0.0025490656032528536,-0.004549065603252854,15.0
SOLUSDT,ASIA,2024-07-06 00:00:00+00:00,2024-07-06 08:00:00+00:00,2024-07-06 00:30:00+00:00,0.007107998360839085,0.007107998360839085,0.013873263048094437,48239549.974,1.0,2024-07-06 07:35:00+00:00,0.0022679054795522458,0.51155115511552,0.015636974085477817,137.0,136.394,137.0,0.53025,5,0.004060138984486539,49396304.695,0.011028374636247262,0.75,SESSION_BREADTH_TSMOM,2,2024-07-06 07:35:00+00:00,136.34097500000001,3.853998821016974,2024-07-06 08:00:00+00:00,136.836,SESSION_END,-0.0011970802919707424,-0.0031970802919707424,25.0
SOLUSDT,AMERICA,2024-07-08 16:00:00+00:00,2024-07-09 00:00:00+00:00,2024-07-08 16:30:00+00:00,-0.014548974512001545,0.014548974512001545,0.027176523675744774,89083700.617,-1.0,2024-07-08 23:35:00+00:00,-0.0028583065962570764,0.7207207207207221,-0.19938320126880815,139.967,139.412,139.543,0.40825000000000244,5,0.004234761323227532,94032385.27959998,0.014938082603388124,1.0,SESSION_BREADTH_TSMOM,2,2024-07-08 23:35:00+00:00,140.00782500000003,12.500646860962679,2024-07-09 00:00:00+00:00,139.74,SESSION_END,-0.0014117512164708579,-0.003411751216470858,25.0
ETHUSDT,AMERICA,2024-07-09 16:00:00+00:00,2024-07-10 00:00:00+00:00,2024-07-09 16:30:00+00:00,0.0027954007991519703,0.0027954007991519703,0.008806980347386447,197745803.0196,1.0,2024-07-09 23:35:00+00:00,0.0015268123949703227,0.6980568011958198,0.024759631255480752,3063.71,3057.02,3063.33,6.359166666666586,5,0.0024884717469019213,272836140.98605394,0.008733708487823007,1.0,SESSION_BREADTH_TSMOM,2,2024-07-09 23:35:00+00:00,3056.3840833333334,2.265529395381229,2024-07-10 00:00:00+00:00,3065.06,SESSION_END,0.0005647449017898154,-0.0014352550982101846,25.0
XRPUSDT,ASIA,2024-07-14 00:00:00+00:00,2024-07-14 08:00:00+00:00,2024-07-14 00:30:00+00:00,-0.007992388201712664,0.007992388201712664,0.021313035204567055,51338402.08279,-1.0,2024-07-14 07:35:00+00:00,-0.003037782418834123,0.7999999999999667,-0.28137261302213834,0.5268,0.5248,0.5251,0.0026583333333332995,5,0.0016121320219407154,9621044.578958,0.006287782537380858,0.25,HIGH_ACTIVITY_SESSION_TSMOM,1,2024-07-14 07:35:00+00:00,0.5270658333333333,33.067860636853425,2024-07-14 08:00:00+00:00,0.5261,SESSION_END,-0.0019043991620644185,-0.0039043991620644185,25.0
BTCUSDT,EUROPE,2024-07-14 08:00:00+00:00,2024-07-14 16:00:00+00:00,2024-07-14 08:30:00+00:00,0.004287770359413079,0.004287770359413079,0.006096829648582738,341525499.64919996,1.0,2024-07-14 15:35:00+00:00,0.0016630655842269082,0.6221111805121764,0.24785686951262087,60049.5,59889.4,59989.0,150.05833333333248,5,0.0014856553405004913,320505026.23752,0.005666683779046628,1.0,SESSION_BREADTH_TSMOM,2,2024-07-14 15:35:00+00:00,59874.394166666665,6.210385045492602,2024-07-14 16:00:00+00:00,60053.3,SESSION_END,0.0010718631749153662,-0.0009281368250846338,25.0
SOLUSDT,ASIA,2024-07-15 00:00:00+00:00,2024-07-15 08:00:00+00:00,2024-07-15 00:30:00+00:00,0.009805383135012002,0.009805383135012002,0.01691377768140304,61141677.2,1.0,2024-07-15 07:35:00+00:00,0.001717192162290937,0.8483870967741125,0.013530836584281891,153.467,153.157,153.42,0.4509166666666739,5,0.0045452565238226494,49908711.303399995,0.011089277258529845,1.0,SESSION_BREADTH_TSMOM,2,2024-07-15 07:35:00+00:00,153.11190833333333,6.580721939246203,2024-07-15 08:00:00+00:00,153.168,SESSION_END,-0.0016425498631207347,-0.0036425498631207347,25.0
XRPUSDT,AMERICA,2024-07-15 16:00:00+00:00,2024-07-16 00:00:00+00:00,2024-07-15 16:30:00+00:00,0.008404966571155859,0.008404966571155859,0.01623686723973248,21137940.60448,1.0,2024-07-15 23:35:00+00:00,0.002056459151243306,0.5499999999999945,0.16493691725785098,0.5363,0.5343,0.536,0.0015583333333333467,5,0.002467105263157854,16543664.58401,0.008892625063928496,1.0,SESSION_BREADTH_TSMOM,2,2024-07-15 23:35:00+00:00,0.5341441666666666,12.440864624580085,2024-07-16 00:00:00+00:00,0.5368,SESSION_END,0.0014925373134329067,-0.0005074626865670933,25.0
XRPUSDT,AMERICA,2024-07-17 16:00:00+00:00,2024-07-18 00:00:00+00:00,2024-07-17 16:30:00+00:00,0.006143118047484686,0.006143118047484686,0.020587746969948476,71887240.63977,1.0,2024-07-17 23:35:00+00:00,0.0038113387327298742,0.5853658536585273,0.16265351488528945,0.6335,0.6294,0.6321,0.00434166666666667,5,0.002467105263157854,16767098.506102,0.008974010635870198,0.25,HIGH_ACTIVITY_SESSION_TSMOM,1,2024-07-17 23:35:00+00:00,0.6289658333333333,13.344585606149142,2024-07-17 23:45:00+00:00,0.6289658333333333,CONFIRMATION_LEG_INVALIDATED,-0.004958339925117294,-0.006958339925117294,10.0
XRPUSDT,EUROPE,2024-07-18 08:00:00+00:00,2024-07-18 16:00:00+00:00,2024-07-18 08:30:00+00:00,-0.011728182131769627,0.011728182131769627,0.023973784063470203,78904544.27599,-1.0,2024-07-18 15:35:00+00:00,-0.0059544658493869695,0.8947368421052724,-0.2060182010877799,0.571,0.5672,0.5676,0.0037083333333333413,5,0.002119928925178427,13278829.373340998,0.008406223127524677,0.25,HIGH_ACTIVITY_SESSION_TSMOM,1,2024-07-18 15:35:00+00:00,0.5713708333333333,41.092412540635586,2024-07-18 16:00:00+00:00,0.5626,SESSION_END,0.00880902043692744,0.006809020436927439,25.0
XRPUSDT,ASIA,2024-07-19 00:00:00+00:00,2024-07-19 08:00:00+00:00,2024-07-19 00:30:00+00:00,-0.02810468997013882,0.02810468997013882,0.03583347971192688,74976700.95326,-1.0,2024-07-19 07:35:00+00:00,-0.0025316455696203777,0.7368421052631886,-0.1613257203726346,0.5532,0.5513,0.5516,0.002375000000000025,5,0.0016380016380016515,10290755.635206,0.006680922156458129,1.0,SESSION_BREADTH_TSMOM,2,2024-07-19 07:35:00+00:00,0.5534375,250.01929393491758,2024-07-19 08:00:00+00:00,0.549,SESSION_END,0.00471356055112393,0.0027135605511239298,25.0
XRPUSDT,AMERICA,2024-07-19 16:00:00+00:00,2024-07-20 00:00:00+00:00,2024-07-19 16:30:00+00:00,0.013511111111111251,0.013511111111111251,0.01831111111111107,36581991.48079,1.0,2024-07-19 23:35:00+00:00,0.00158033362598764,0.6428571428571712,0.1691254201632184,0.5706,0.5692,0.5704,0.0018749999999999971,5,0.0024947227019764817,16857901.021619998,0.009135079392032652,1.0,SESSION_BREADTH_TSMOM,2,2024-07-19 23:35:00+00:00,0.5690125,23.50512833204172,2024-07-20 00:00:00+00:00,0.5729,SESSION_END,0.004382889200560847,0.0023828892005608466,25.0
BTCUSDT,ASIA,2024-07-20 00:00:00+00:00,2024-07-20 08:00:00+00:00,2024-07-20 00:30:00+00:00,-0.0034144855233317895,0.0034144855233317895,0.0062271210709026435,345723231.33000004,-1.0,2024-07-20 07:35:00+00:00,-0.0008387952559300027,0.8972712680576496,-0.24669022291145526,66643.3,66581.0,66587.3,57.53333333333527,5,0.0016378704438058667,285594287.63684994,0.005182851397587029,1.0,SESSION_BREADTH_TSMOM,2,2024-07-20 07:35:00+00:00,66649.05333333333,5.047249485418105,2024-07-20 08:00:00+00:00,66526.3,SESSION_END,0.0009160906058662821,-0.001083909394133718,25.0
XRPUSDT,EUROPE,2024-07-20 08:00:00+00:00,2024-07-20 16:00:00+00:00,2024-07-20 08:30:00+00:00,-0.004032935641068658,0.004032935641068658,0.01092253402789439,22977726.50363,-1.0,2024-07-20 15:35:00+00:00,-0.0026990553306343035,0.5333333333333481,-0.018372700527099606,0.5936,0.5906,0.5912,0.001666666666666659,5,0.002189260954687078,13638820.278727997,0.00867891671170351,0.25,HIGH_ACTIVITY_SESSION_TSMOM,1,2024-07-20 15:35:00+00:00,0.5937666666666667,3.8793951826380924,2024-07-20 16:00:00+00:00,0.5912,SESSION_END,-0.0,-0.002,25.0
SOLUSDT,EUROPE,2024-07-24 08:00:00+00:00,2024-07-24 16:00:00+00:00,2024-07-24 08:30:00+00:00,0.010950644577794266,0.010950644577794266,0.01971919951764349,104371776.15400001,1.0,2024-07-24 15:35:00+00:00,0.0029215265674575885,0.6504975124378275,0.13304408256629308,179.64,178.836,179.539,1.0951666666666664,5,0.0027715980711495725,55900893.0862,0.010154670024862823,0.75,SESSION_BREADTH_TSMOM,2,2024-07-24 15:35:00+00:00,178.72648333333333,13.426751379690797,2024-07-24 15:45:00+00:00,178.72648333333333,CONFIRMATION_LEG_INVALIDATED,-0.00452557197414849,-0.00652557197414849,10.0
SOLUSDT,ASIA,2024-07-29 00:00:00+00:00,2024-07-29 08:00:00+00:00,2024-07-29 00:30:00+00:00,0.01717458118696169,0.01717458118696169,0.027525864681182576,204002913.589,1.0,2024-07-29 07:35:00+00:00,0.004006719602666964,0.9672544080604407,0.1606620128949443,192.461,191.667,192.446,0.6100833333333332,5,0.004442440943164483,51251220.31299999,0.011054419949976416,1.0,SESSION_BREADTH_TSMOM,2,2024-07-29 07:35:00+00:00,191.60599166666668,30.77702571496999,2024-07-29 08:00:00+00:00,192.302,SESSION_END,-0.0007482618500774807,-0.0027482618500774807,25.0
XRPUSDT,ASIA,2024-07-30 00:00:00+00:00,2024-07-30 08:00:00+00:00,2024-07-30 00:30:00+00:00,0.002326740900780999,0.002326740900780999,0.010470334053514994,13679503.20733,1.0,2024-07-30 07:35:00+00:00,0.0033439224209999008,0.5714285714285805,0.2707251202861718,0.6011,0.5976,0.6001,0.0008583333333333498,5,0.001679256984170041,11112831.65039,0.007310532444001071,0.5,HIGH_ACTIVITY_SESSION_TSMOM,1,2024-07-30 07:35:00+00:00,0.5975141666666667,2.9766902785595613,2024-07-30 08:00:00+00:00,0.5996,SESSION_END,-0.0008331944675886716,-0.0028331944675886716,25.0
XRPUSDT,AMERICA,2024-07-31 16:00:00+00:00,2024-08-01 00:00:00+00:00,2024-07-31 16:30:00+00:00,-0.006752608962553697,0.006752608962553697,0.011663597298956494,34717800.90217,-1.0,2024-07-31 23:35:00+00:00,-0.003819831290784559,0.7741935483870852,-0.09219301516520473,0.6287,0.6256,0.6259,0.0019416666666666842,5,0.0025456199770836907,16952624.823871,0.009243710312401988,0.25,HIGH_ACTIVITY_SESSION_TSMOM,1,2024-07-31 23:35:00+00:00,0.6288941666666668,6.790524192426114,2024-08-01 00:00:00+00:00,0.623,SESSION_END,0.004633328007669024,0.002633328007669024,25.0
